Strength,Temperature,Pressure
18.2,200.0,16.0
13.7,200.0,20.0
36.7,300.0,16.0
40.5,270.0,12.0
40.8,300.0,14.0
16.6,200.0,18.0
38.7,300.0,20.0
36.2,270.0,12.0
22.6,220.0,16.0
38.3,300.0,16.0
41.0,280.0,12.0
32.6,270.0,16.0
21.5,220.0,18.0
27.9,260.0,20.0
26.6,230.0,14.0
22.7,230.0,16.0
20.5,220.0,20.0
17.7,220.0,20.0
32.7,250.0,10.0
34.6,280.0,16.0
37.5,280.0,14.0
34.70000000000001,260.0,10.0
24.7,210.0,10.0
46.2,300.0,10.0
36.6,280.0,14.0
26.199999999999996,210.0,10.0
32.7,280.0,18.0
34.2,290.0,18.0
36.2,280.0,14.0
26.4,240.0,14.0
48.5,300.0,10.0
19.7,210.0,16.0
36.1,280.0,16.0
38.8,290.0,14.0
20.3,200.0,14.0
32.8,250.0,12.0
40.4,290.0,10.0
28.699999999999996,270.0,18.0
32.7,250.0,16.0
30.699999999999996,230.0,10.0
16.5,200.0,20.0
28.6,230.0,12.0
40.20000000000001,280.0,10.0
31.199999999999996,260.0,14.0
26.199999999999996,260.0,20.0
40.5,270.0,10.0
34.70000000000001,280.0,16.0
38.7,280.0,12.0
15.5,200.0,18.0
29.5,240.0,12.0
21.7,210.0,14.0
35.2,260.0,10.0
26.5,230.0,18.0
18.7,220.0,18.0
16.7,200.0,16.0
29.699999999999996,280.0,20.0
39.9,270.0,10.0
36.5,260.0,12.0
35.7,280.0,14.0
31.5,250.0,12.0
42.800000000000004,290.0,10.0
30.699999999999996,260.0,14.0
33.9,290.0,20.0
26.7,250.0,18.0
34.8,260.0,12.0
32.7,270.0,16.0
23.5,200.0,12.0
41.8,290.0,14.0
34.70000000000001,260.0,16.0
28.5,250.0,20.0
26.7,230.0,14.0
38.5,250.0,10.0
18.6,220.0,20.0
25.5,250.0,20.0
44.6,300.0,10.0
27.0,240.0,18.0
19.5,200.0,16.0
19.9,200.0,16.0
43.0,280.0,10.0
38.2,300.0,16.0
30.5,250.0,16.0
28.2,210.0,10.0
14.2,200.0,20.0
26.3,240.0,16.0
34.6,270.0,14.0
24.2,200.0,10.0
36.7,260.0,14.0
36.7,280.0,12.0
32.2,250.0,12.0
24.8,220.0,14.0
33.5,240.0,10.0
25.8,230.0,18.0
24.2,220.0,14.0
29.299999999999997,220.0,10.0
39.3,290.0,14.0
22.3,210.0,14.0
31.5,260.0,16.0
32.2,270.0,18.0
31.5,260.0,14.0
35.5,300.0,18.0
35.2,270.0,12.0
28.699999999999996,260.0,18.0
28.5,250.0,18.0
48.7,300.0,10.0
29.0,260.0,20.0
14.2,200.0,20.0
43.8,290.0,12.0
26.199999999999996,200.0,10.0
33.7,280.0,16.0
33.7,250.0,10.0
38.7,290.0,12.0
30.60000000000001,230.0,10.0
26.1,200.0,10.0
24.7,220.0,12.0
23.7,220.0,14.0
34.2,250.0,10.0
30.199999999999996,280.0,20.0
33.5,280.0,16.0
21.9,230.0,20.0
33.5,260.0,12.0
32.2,250.0,12.0
30.699999999999996,220.0,12.0
41.50000000000001,300.0,12.0
36.6,260.0,10.0
32.6,240.0,10.0
43.7,300.0,10.0
26.7,260.0,20.0
30.1,240.0,14.0
41.2,300.0,12.0
28.799999999999997,260.0,18.0
24.7,240.0,16.0
23.2,240.0,18.0
27.8,220.0,14.0
32.2,240.0,10.0
40.3,290.0,12.0
40.7,290.0,16.0
16.6,210.0,20.0
38.10000000000001,280.0,14.0
38.2,280.0,14.0
34.5,250.0,12.0
34.70000000000001,270.0,14.0
18.2,220.0,20.0
27.0,200.0,10.0
33.7,300.0,20.0
37.5,300.0,18.0
22.4,210.0,12.0
37.7,290.0,14.0
22.4,220.0,14.0
36.8,260.0,10.0
28.5,230.0,14.0
25.7,260.0,20.0
38.2,300.0,16.0
21.5,230.0,20.0
33.9,250.0,12.0
40.7,300.0,14.0
36.5,300.0,20.0
23.9,220.0,16.0
34.4,290.0,16.0
27.7,270.0,20.0
33.9,240.0,10.0
27.5,240.0,14.0
36.5,250.0,12.0
42.1,280.0,10.0
39.0,280.0,14.0
36.5,240.0,10.0
19.5,210.0,18.0
36.3,290.0,16.0
38.5,300.0,18.0
16.6,200.0,18.0
31.0,250.0,16.0
36.6,260.0,10.0
36.7,270.0,12.0
36.5,270.0,14.0
32.1,260.0,16.0
28.5,200.0,10.0
37.300000000000004,280.0,14.0
18.6,220.0,20.0
26.4,270.0,20.0
26.199999999999996,220.0,12.0
38.6,290.0,14.0
30.799999999999997,250.0,14.0
19.8,200.0,18.0
26.6,240.0,16.0
34.1,290.0,20.0
24.6,210.0,12.0
28.1,240.0,16.0
30.5,270.0,20.0
45.0,290.0,10.0
32.7,290.0,20.0
26.7,230.0,12.0
26.5,240.0,20.0
28.4,260.0,16.0
26.199999999999996,250.0,18.0
35.3,260.0,12.0
33.0,230.0,10.0
17.3,200.0,18.0
36.8,280.0,14.0
19.7,200.0,14.0
26.3,210.0,10.0
25.7,220.0,12.0
30.60000000000001,280.0,20.0
24.1,230.0,18.0
20.2,220.0,18.0
39.0,260.0,10.0
35.5,290.0,18.0
36.5,290.0,20.0
32.2,260.0,16.0
35.7,260.0,10.0
42.2,300.0,12.0
36.8,300.0,18.0
36.2,300.0,18.0
18.8,200.0,16.0
38.7,260.0,12.0
42.2,280.0,10.0
32.8,290.0,20.0
46.5,300.0,12.0
22.2,200.0,12.0
36.3,280.0,14.0
27.7,220.0,10.0
24.2,210.0,12.0
33.2,280.0,16.0
29.799999999999997,260.0,20.0
21.7,240.0,20.0
37.9,290.0,16.0
30.199999999999996,230.0,10.0
32.7,250.0,12.0
28.5,220.0,14.0
42.5,300.0,14.0
30.5,250.0,18.0
28.699999999999996,220.0,14.0
38.4,300.0,14.0
31.699999999999996,280.0,18.0
24.6,240.0,18.0
21.9,220.0,18.0
34.2,250.0,10.0
24.2,220.0,14.0
21.5,210.0,16.0
31.5,240.0,10.0
33.7,250.0,10.0
16.2,210.0,20.0
31.699999999999996,240.0,10.0
39.0,300.0,18.0
28.699999999999996,230.0,10.0
34.70000000000001,300.0,18.0
35.0,250.0,12.0
32.7,250.0,10.0
38.6,300.0,16.0
34.70000000000001,250.0,14.0
23.7,230.0,16.0
26.8,240.0,16.0
26.1,240.0,18.0
22.6,210.0,14.0
25.7,230.0,14.0
29.799999999999997,250.0,18.0
24.6,240.0,18.0
28.699999999999996,230.0,12.0
42.4,300.0,10.0
28.699999999999996,230.0,16.0
23.7,220.0,14.0
25.9,250.0,20.0
15.2,210.0,20.0
26.199999999999996,210.0,10.0
28.699999999999996,210.0,12.0
18.7,210.0,18.0
26.8,220.0,12.0
37.7,270.0,10.0
38.8,270.0,10.0
46.5,300.0,10.0
24.5,200.0,12.0
30.4,250.0,12.0
22.6,210.0,14.0
25.7,250.0,18.0
20.2,200.0,14.0
22.7,220.0,14.0
34.5,290.0,20.0
36.2,250.0,10.0
20.2,210.0,16.0
38.2,280.0,12.0
19.5,230.0,20.0
29.699999999999996,230.0,10.0
27.9,250.0,18.0
33.0,250.0,14.0
32.2,260.0,14.0
30.199999999999996,270.0,18.0
30.699999999999996,270.0,18.0
22.6,230.0,18.0
34.5,260.0,14.0
17.5,210.0,18.0
32.7,270.0,14.0
16.7,200.0,18.0
35.2,290.0,16.0
32.5,280.0,20.0
22.7,220.0,14.0
37.5,290.0,14.0
14.2,200.0,20.0
38.7,300.0,14.0
25.200000000000003,210.0,10.0
19.5,220.0,18.0
43.5,300.0,12.0
26.199999999999996,210.0,12.0
23.8,200.0,14.0
41.50000000000001,280.0,10.0
26.5,220.0,16.0
42.6,290.0,10.0
20.7,210.0,20.0
19.5,200.0,14.0
22.7,240.0,18.0
38.8,280.0,12.0
24.4,260.0,20.0
42.7,300.0,12.0
32.1,280.0,20.0
24.2,200.0,10.0
22.2,210.0,16.0
36.7,270.0,10.0
37.7,280.0,12.0
32.2,250.0,12.0
30.699999999999996,270.0,16.0
39.3,300.0,16.0
18.7,220.0,20.0
31.0,240.0,14.0
17.7,210.0,18.0
23.0,230.0,20.0
22.7,250.0,20.0
43.9,300.0,12.0
42.7,300.0,16.0
24.7,240.0,18.0
18.7,210.0,16.0
32.2,290.0,20.0
37.5,280.0,12.0
35.3,270.0,14.0
44.7,290.0,12.0
34.70000000000001,300.0,20.0
16.2,200.0,18.0
38.7,290.0,12.0
33.3,250.0,12.0
16.4,200.0,16.0
19.7,220.0,18.0
35.3,280.0,16.0
24.7,220.0,12.0
30.699999999999996,290.0,20.0
33.3,240.0,10.0
20.8,220.0,18.0
33.7,290.0,18.0
22.2,220.0,16.0
33.0,270.0,18.0
38.2,270.0,10.0
15.3,200.0,20.0
34.2,290.0,18.0
33.7,270.0,14.0
22.7,240.0,18.0
24.7,250.0,20.0
20.2,200.0,14.0
38.5,270.0,12.0
32.2,270.0,16.0
22.7,220.0,20.0
35.7,290.0,16.0
30.699999999999996,280.0,18.0
39.5,280.0,12.0
43.5,300.0,10.0
36.6,300.0,18.0
18.4,220.0,18.0
32.6,250.0,12.0
32.5,220.0,10.0
28.699999999999996,200.0,10.0
29.9,260.0,18.0
35.9,300.0,20.0
42.5,280.0,10.0
39.5,270.0,10.0
23.7,210.0,12.0
26.1,220.0,14.0
12.4,200.0,20.0
34.3,280.0,16.0
35.7,270.0,12.0
13.2,200.0,20.0
20.7,230.0,20.0
41.2,290.0,10.0
24.4,220.0,12.0
30.699999999999996,250.0,12.0
25.9,240.0,18.0
35.2,280.0,14.0
20.3,220.0,18.0
32.6,260.0,14.0
32.1,230.0,10.0
30.699999999999996,230.0,14.0
30.199999999999996,250.0,16.0
27.7,240.0,14.0
41.9,280.0,10.0
22.2,230.0,18.0
26.4,260.0,18.0
31.900000000000006,230.0,10.0
24.1,200.0,12.0
38.5,260.0,12.0
21.5,200.0,12.0
36.7,270.0,16.0
29.0,230.0,14.0
26.7,220.0,16.0
38.2,300.0,18.0
40.8,280.0,10.0
27.3,260.0,20.0
18.2,210.0,18.0
32.5,270.0,20.0
28.2,270.0,20.0
44.5,300.0,14.0
22.2,220.0,16.0
38.5,280.0,16.0
26.7,240.0,20.0
24.1,220.0,16.0
18.2,220.0,20.0
38.6,280.0,12.0
24.7,230.0,14.0
32.3,260.0,14.0
37.8,280.0,16.0
16.1,200.0,20.0
24.7,210.0,12.0
38.2,300.0,16.0
20.8,200.0,14.0
24.7,200.0,14.0
20.7,240.0,20.0
26.199999999999996,260.0,20.0
24.6,210.0,12.0
26.3,230.0,14.0
20.7,200.0,18.0
29.699999999999996,250.0,14.0
20.6,200.0,14.0
27.2,260.0,18.0
26.7,250.0,16.0
28.6,220.0,10.0
29.9,240.0,14.0
32.4,260.0,12.0
37.0,280.0,16.0
33.7,290.0,18.0
20.4,200.0,12.0
28.300000000000004,250.0,16.0
39.8,280.0,14.0
27.7,260.0,18.0
37.300000000000004,290.0,16.0
35.3,250.0,10.0
27.2,270.0,20.0
38.7,290.0,14.0
31.699999999999996,280.0,18.0
24.6,230.0,16.0
34.4,300.0,18.0
29.5,230.0,10.0
40.7,260.0,10.0
30.5,230.0,12.0
24.7,210.0,10.0
24.7,210.0,16.0
22.2,200.0,12.0
27.0,220.0,14.0
22.7,210.0,12.0
36.5,280.0,16.0
35.7,300.0,18.0
24.8,200.0,10.0
28.5,260.0,20.0
34.2,260.0,12.0
34.70000000000001,290.0,16.0
28.4,270.0,18.0
29.799999999999997,230.0,14.0
35.0,280.0,18.0
40.5,290.0,14.0
16.7,210.0,20.0
30.1,220.0,10.0
41.7,290.0,10.0
42.5,270.0,10.0
30.699999999999996,240.0,10.0
18.2,220.0,20.0
26.5,210.0,12.0
30.199999999999996,250.0,14.0
31.5,230.0,10.0
28.300000000000004,270.0,20.0
26.7,270.0,20.0
39.9,300.0,16.0
30.4,290.0,20.0
22.1,230.0,20.0
35.5,290.0,16.0
30.199999999999996,250.0,14.0
34.6,250.0,10.0
30.699999999999996,260.0,16.0
35.8,250.0,12.0
28.2,220.0,10.0
21.3,220.0,18.0
25.0,230.0,18.0
22.5,210.0,18.0
30.699999999999996,250.0,18.0
28.6,270.0,20.0
18.3,210.0,18.0
31.0,270.0,20.0
24.2,230.0,16.0
29.5,270.0,20.0
29.299999999999997,270.0,20.0
32.8,240.0,10.0
20.6,210.0,16.0
25.5,230.0,14.0
29.199999999999996,260.0,16.0
34.2,280.0,16.0
18.6,200.0,16.0
31.299999999999997,250.0,14.0
28.2,230.0,14.0
22.2,240.0,20.0
35.8,260.0,14.0
21.799999999999997,210.0,18.0
39.7,280.0,10.0
28.4,240.0,12.0
20.3,210.0,16.0
32.5,240.0,12.0
41.50000000000001,290.0,10.0
30.199999999999996,260.0,16.0
22.2,240.0,20.0
26.5,210.0,14.0
21.0,200.0,16.0
40.20000000000001,300.0,14.0
30.799999999999997,280.0,20.0
46.1,300.0,10.0
33.5,250.0,12.0
23.3,240.0,20.0
19.5,220.0,20.0
35.5,280.0,14.0
34.3,300.0,20.0
40.6,280.0,10.0
28.6,220.0,10.0
28.2,260.0,18.0
30.60000000000001,270.0,18.0
36.2,260.0,12.0
19.7,200.0,14.0
32.5,250.0,14.0
36.1,270.0,14.0
36.7,290.0,14.0
14.8,200.0,20.0
25.5,210.0,12.0
37.0,250.0,10.0
23.9,230.0,18.0
36.2,280.0,14.0
28.6,230.0,12.0
20.8,230.0,20.0
30.199999999999996,240.0,12.0
30.299999999999997,240.0,12.0
19.2,220.0,18.0
19.8,210.0,20.0
31.799999999999997,270.0,20.0
38.10000000000001,290.0,16.0
21.799999999999997,200.0,16.0
40.7,280.0,10.0
37.5,260.0,10.0
24.3,230.0,16.0
40.1,290.0,14.0
